Item Name,Description,Mfg Part #,Category,Rate,Item Type
Trane 2 Ton XR16 SGA,INSTALL 2 TON XR16 DUAL SPEED TRANE SPLIT GAS FURNACE A/C SYSTEM INCLUDING\CR\CRFeatures & Benefits\CRVariable Speed Compressor - 70% - 100%\CRVariable Speed,,Sales:Trane:Split Gas A/C,15783.00000,Non Inventory
Trane 2 Ton XV17 SGA,INSTALL 2 TON XV17 VARIABLE SPEED TRANE SPLIT GAS FURNACE A/C SYSTEM INCLUDING\CR\CRFeatures & Benefits\CRVariable Speed Compressor - 75\CRVariable Speed Indo,,Sales:Trane:Split Gas A/C,17051.00000,Non Inventory
Trane 2 Ton XV18 SGA,INSTALL 2 TON XV18 TRANE A/C WITH GAS FURNACE COMPLETE \CR\CRFeatures & Benefits\CR*Variable Speed Compressor - 750\CRVariable Speed Indoor Fan\CR80% 2 Stage Ga,,Sales:Trane:Split Gas A/C,18408.00000,Non Inventory
Trane 2 Ton XV20 SGA,INSTALL 2 TON XV20 VARIABLE SPEED TRANE SPLIT GAS FURNACE A/C SYSTEM INCLUDING\CR\CRFeatures & Benefits\CRVariable Speed Compressor - 750\CRVariable Speed Ind,4TTV0X24A1000,Sales:Trane:Split Gas A/C,20158.00000,Non Inventory
Trane 7 Day Thermostat,INSTALL NEW TRANE 7 DAY PROGRAMMABLE COMFORT CONTROL COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF EXISTING THERMOSTAT -2) RUN TEST SYSTEM UPON COMPLET,,Service:Service Repairs:Thermostat,399.00000,Non Inventory
Trane Furnace Control Board,REPLACE FURNACE CONTROL BOARD ASSEMBLY COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE BOARD -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROP,,Service:Service Repairs:Circuit Boards,630.55000,Non Inventory
Trane XL1050 Thermostat,INSTALL NEW TRANE XL1050 PROGRAMMABLE COMFORT CONTROL COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF EXISTING THERMOSTAT -2) RUN TEST SYSTEM UPON COMPLE,,Service:Service Repairs:Thermostat,0.00000,Inventory
Trane XL624 Thermostat,INSTALL NEW TRANE XL624 PROGRAMMABLE COMFORT CONTROL COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF EXISTING THERMOSTAT -2) RUN TEST SYSTEM UPON COMPLET,TCONT624,Service:Service Repairs:Thermostat,249.00000,Non Inventory
Trane XL824 Thermosat,INSTALL NEW TRANE XL824 COMFORT CONTROL COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF EXISTING THERMOSTAT -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE,,Service:Service Repairs:Thermostat,459.00000,Non Inventory
Trane XL850 Thermostat,INSTALL NEW TRANE XL850 PROGRAMMABLE COMFORT CONTROL COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF EXISTING THERMOSTAT -2) RUN TEST SYSTEM UPON COMPLET,,Service:Service Repairs:Thermostat,547.00000,Inventory
Trane XL950 Thermostat,INSTALL XL950 COMFORT CONTROL COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF EXISTING THERMOSTAT -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OP,,Service:Service Repairs:Thermostat:Nexia,668.20000,Non Inventory
Trane XR724 Thermostat,INSTALL NEW TRANE XR724 COMFORT CONTROL COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF EXISTING THERMOSTAT -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE,,Service:Service Repairs:Thermostat:Nexia,289.00000,Non Inventory
Transformer,REPLACE LOW VOLTAGE TRANSFORMER COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE COMPONENT -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER,,Service:Service Repairs:Transformer,272.43000,Non Inventory
True OEM Relay,INSTALL MAIN COOLER RELAY COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE RELAY -2) MONITOR AMPERAGE OF COMPRESSOR AND FAN MOTOR -3) MONITOR PE,,Service:Service Repairs:Refrigeration Equipment / Coolers / Freezers / Milk Coolers,364.67000,Non Inventory
Turbo200,INSTALL AMRAD RUN CAPACITOR COMPLETE INCLUDING\CR5 YEAR PART AND LABOR WARRANTY,,Service:Service Repairs:Capacitors,360.02000,Inventory
Turbo200 Mini,INSTALL AMRAD RUN CAPACITOR COMPLETE INCLUDING\CR5 YEAR PART AND LABOR WARRANTY,,Service:Service Repairs:Capacitors,262.20000,Inventory
Turbo200 Mini-Oval,INSTALL AMRAD RUN CAPACITOR COMPLETE INCLUDING\CR5 YEAR PART AND LABOR WARRANTY,,Service:Service Repairs:Capacitors,266.36000,Inventory
Turbo200x,INSTALL AMRAD RUN CAPACITOR COMPLETE INCLUDING\CR5 YEAR PART AND LABOR WARRANTY,,Service:Service Repairs:Capacitors,412.64000,Inventory
TXV-100,INSTALL NEW REFRIGERANT REGULATING VALVE COMPLETE INCLUDING\CRThis Installation Includes the Following:\CR* Reclaim refrigerant from the system\CR* Removal,,Service:Service Repairs:Gas Furnace Repairs:Valves,1498.73000,Non Inventory
TXV-200,INSTALL NEW REFRIGERANT REGULATING VALVE COMPLETE INCLUDING\CRThis Installation Includes the Following:\CR* Reclaim refrigerant from the system\CR* Removal,,Service:Service Repairs:Gas Furnace Repairs:Valves,1755.88000,Non Inventory
TXV-300,INSTALL NEW REFRIGERANT REGULATING VALVE COMPLETE INCLUDING\CRThis Installation Includes the Following:\CR* Reclaim refrigerant from the system\CR* Removal,,,2013.02000,Non Inventory
TXV-400,INSTALL NEW REFRIGERANT REGULATING VALVE COMPLETE INCLUDING\CRThis Installation Includes the Following:\CR* Reclaim refrigerant from the system\CR* Removal,,,2477.54000,Non Inventory
Upgrade,,,,0.00000,Non Inventory
upstairs system,PERFORM HVAC PRE-SALE INSPECTION COMPLETE INCLUDING   MONITOR SYSTEM PERFORMANCE  MONITOR REFRIGERANT DATA & RECORD DATA  NOTIFY CURRENT OWNER OF ANY,,,225.33000,Non Inventory
UV Bulb Replacement Oasis Air,,,,0.00000,Inventory
Vent-Free Fireplace Inspection,PERFORM INSPECTION ON VENT-FREE GAS FIREPLACE COMPLETE INCLUDING - CHECK OXYGEN DEPLETION SENSOR ON FIREPLACE - MONITOR CARBON MONOXIDE LEVELS IN HOME,,Service:Service Repairs:Inspections:Pre-Sale Inspections,625.33000,Non Inventory
Verizon Bill,,,,0.00000,Non Inventory
Walk-in Cooler/Freezer,Service Call & Diagnostic for Walk-in Cooler/Freezer,,,500.00000,Non Inventory
Warranty,,,,477.12000,Non Inventory
Warranty 1P/2P Contactors,REPLACE MAIN OUTDOOR RELAY COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE RELAY -2) RUN SYSTEM TEST UPON COMPLETION TO ENSURE PROPER OPERATION,,Service:Service Repairs:Relays,53.33000,Non Inventory
Warranty 3P Contactor,REPLACE MAIN OUTDOOR RELAY COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE RELAY -2) RUN SYSTEM TEST UPON COMPLETION TO ENSURE PROPER OPERATION,,Service:Service Repairs:Relays,66.67000,Non Inventory
Warranty Circuit Board,INSTALL NEW CONTROL BOARD INCLUDING \CR- REMOVAL & DISPOSAL OF DEFECTIVE BOARD \CR- FULL OPERATIONAL CHECKOUT OF ALL RELATED SYSTEMS \CR- MONITOR SYSTEM,,Service:Service Repairs:Circuit Boards,66.67000,Non Inventory
Warranty Condenser Coil,REPLACE CONDENSER COIL COMPLETE INCLUDING:\CR* Reclaim all refrigerant from system \CR* Removal & Disposal of Defective Condenser Coil \CR* Install New C,,Service:Service Repairs:Coils,266.67000,Non Inventory
Warranty Dual Run Capacitor,REPLACE RUN DEVICE COMPLETE INCLUDING  -1) REMOVAL & DISPOSAL OF DEFECTIVE DEVICE  -2) MONITOR REFRIGERANT LEVELS  -3) MONITOR AMPERAGE OF COMPRESSOR,,Service:Service Repairs:Capacitors,53.33000,Non Inventory
Warranty Evaporator Coil,REPLACE INDOOR COIL COMPLETE INCLUDING \CR* Reclaim all refrigerant from system \CR* Removal & Disposal of Defective Evaporator Coil \CR* Install New Ind,,Service:Service Repairs:Coils,166.67000,Non Inventory
Warranty Indoor Fan Motor,REPLACE WARRANTY INDOOR FAN MOTOR COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE PART -2) RUN SYSTEM TEST UPON COMPLETION TO ENSURE PROPER OPE,,Service:Service Repairs:Gas Furnace Repairs:Motors,442.67000,Non Inventory
Warranty Outdoor Fan Motor,REPLACE WARRANTY OUTDOOR FAN MOTOR COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE PART -2) RUN SYSTEM TEST UPON COMPLETION TO ENSURE PROPER OP,,,342.67000,Inventory
Warranty Single Run Capacitor,REPLACE RUN DEVICE COMPLETE INCLUDING  -1) REMOVAL & DISPOSAL OF DEFECTIVE DEVICE  -2) MONITOR REFRIGERANT LEVELS  -3) MONITOR AMPERAGE OF COMPRESSOR,,Service:Service Repairs:Capacitors,33.33000,Non Inventory
Warranty Start Capacitor,REPLACE START DEVICE COMPLETE INCLUDING  -1) REMOVAL & DISPOSAL OF DEFECTIVE DEVICE  -2) MONITOR REFRIGERANT LEVELS  -3) MONITOR AMPERAGE OF COMPRESSO,,Service:Service Repairs:Capacitors,240.00000,Non Inventory
Water Fill Valve,REPLACE WATER FILL VALVE COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE (PART) -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATION,,Service:Service Repairs:Ice Machine,387.12000,Non Inventory
Water Furnace Comp Ctrl Module,REPLACE COMPRESSOR CONTROL MODULE COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE MODULE -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER O,,Service:Service Repairs:Circuit Boards,464.67000,Non Inventory
Water Heater Drain Pan,**Water Heater Drain Pan Replacement**\CRRemove existing water heater drain pan and install new pan. This includes draining and disconnecting the water,,Service:Service Repairs:Water Heater,234.30000,Inventory
Water Heater Thermostat Lower,REPLACE HEATER THERMOSTAT CONTROL COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE (PART) -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER O,,Service:Service Repairs:Water Heater,197.81000,Non Inventory
Water Heater Thermostat Upper,REPLACE HEATER THERMOSTAT CONTROL COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE (PART) -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER O,,Service:Service Repairs:Water Heater,197.81000,Non Inventory
Water Heater T-Stat Upper/Lower,REPLACE HEATER THERMOSTAT CONTROL COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE (PART) -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER O,,Service:Service Repairs:Water Heater,273.15000,Non Inventory
Water Heating Element,REPLACE HEATING ELEMENT COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE (PART) -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATION &,,Service:Service Repairs:Water Heater,342.20000,Non Inventory
Water Zone Valves,REPLACE GEOTHERMAL ZONE VALVE COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE VALVE -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERAT,,Service:Service Repairs:Valves,600.03000,Non Inventory
WEATHER GUARD TOP,INSTALL WEATHER GUARD TOP,,Sales,733.33000,Non Inventory
Week-Day Service Call,STANDARD SERVICE CALL & DIAGNOSIS TIME,,Service:Service Repairs:Service Call & Diagnosis,147.00000,Non Inventory
Wet Switch,INSTALL FLOOD DETECTOR COMPLETE INCLUDING -1) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATION & RECORD ALL SYSTEM DATA -3) 1 YR REPLACEMENT,,Service:Service Repairs:Condensate,318.67000,Non Inventory
White Rodgers Mech T-stat Ctrls,REPLACE REFRIGERATION THERMOSTAT CONTROL COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE COMPONENT -2) RUN TEST SYSTEM UPON COMPLETION TO ENSUR,,Service:Service Repairs:Refrigeration Equipment / Coolers / Freezers / Milk Coolers:Thermostat,339.04000,Non Inventory
Whole House IQ Filtering System,INSTALL NEW PERFECT 16 IQ AIR FILTERING SYSTEM COMPLETE INCLUDING -1) CONNECTION OF RETURN DUCTING INTO UNIT -2) INSTALLATION OF PROPER SUPPORT MATERI,,Sales:Indoor Air Quality:IQ Air,2995.00000,Non Inventory
Wi-Fi Water Sensor,INSTALL WI-FI WATER SENSOR INCLUDING \CR-LINK TO MOBILE PLATFORM FOR MONITORING BY CLIENT OR GIESBRECHTS\CR-3 YR. REPLACEMENT COVERAGE ON SENSOR BY GIESBR,,,345.32000,Non Inventory
XV18 Heat Pump,Features & Benefits\CR*Variable Speed Compressor \CR*Variable Speed Indoor Fan \CR*Increased De-humidification,,Sales:Trane:Packaged Heat Pump,0.00000,Non Inventory
Z-Wave Bridge,INSTALL NEW MY NEXIA Z-WAVE BRIDGE COMPLETE INCLUDING -1) CONNECTION OF BRIDGE TO CURRENT WIRELESS ROUTER -2) RUN TEST SYSTEM UPON COMPLETION TO ENSUR,,Service:Service Repairs:Thermostat:Nexia,269.70000,Non Inventory
